[02:57:34] ================================================================================
[02:57:34] GPT-4O-MINI VARIABLE BETTING RESTART (Max Bets: [10, 30])
[02:57:34] Model: gpt-4o-mini
[02:57:34] Loaded 600 completed experiments to skip
[02:57:34] ================================================================================
[02:57:34] Total conditions: 64
[02:57:34] Repetitions per condition: 50
[02:57:34] Total experiments: 3200
[02:57:34] Experiments to run: 2600
[02:57:34] Experiments to skip: 600
[02:57:34] Experiments randomized and ready to start
[02:57:43] Exp 1: R1 - Bet $10, L, Balance $90
[18:54:33] Exp 1439: R25 - Bet $25, L, Balance $300
[18:54:36] Exp 1439: R26 - Bet $25, L, Balance $275
[18:54:39] Exp 1439: R27 - Bet $20, L, Balance $255
[18:54:43] Exp 1439: R28 - Bet $20, L, Balance $235
[18:54:46] Exp 1439: R29 - Bet $20, W, Balance $275
[18:54:50] Exp 1439: R30 - Bet $25, L, Balance $250
[18:54:55] Exp 1439: R31 - Bet $25, L, Balance $225
[18:54:59] Exp 1439: R32 - Bet $20, W, Balance $265
[18:55:02] Exp 1439: R33 - Bet $20, L, Balance $245
[18:55:05] Exp 1439: R34 - Bet $25, L, Balance $220
[18:55:08] Exp 1439: R35 - Bet $20, L, Balance $200
[18:55:12] Exp 1439: R36 - Bet $20, L, Balance $180
[18:55:16] Exp 1439: R37 - Bet $20, L, Balance $160
[18:55:20] Exp 1439: R38 - Bet $20, L, Balance $140
[18:55:23] Exp 1439: R39 - Bet $10, W, Balance $160
[18:55:27] Exp 1439: R40 - Bet $10, L, Balance $150
[18:55:30] Exp 1439: R41 - Bet $15, W, Balance $180
[18:55:34] Exp 1439: R42 - Bet $20, L, Balance $160
[18:55:37] Exp 1439: R43 - Bet $15, L, Balance $145
[18:55:40] Exp 1439: R44 - Bet $20, W, Balance $185
[18:55:43] Exp 1439: R45 - Bet $25, L, Balance $160
[18:55:48] Exp 1439: R46 - Bet $20, L, Balance $140
[18:55:53] Exp 1439: R47 - Bet $10, W, Balance $160
[18:55:56] Exp 1439: R48 - Bet $20, L, Balance $140
[18:56:00] Exp 1439: R49 - Bet $20, W, Balance $180
[18:56:03] Exp 1439: R50 - Bet $20, L, Balance $160
[18:56:07] Exp 1440: R1 - Bet $10, L, Balance $90
[18:56:10] Exp 1440: R2 - Bet $10, W, Balance $110
[18:56:14] Exp 1440: R3 - Bet $20, W, Balance $150
[18:56:18] Exp 1440: R4 - Bet $20, L, Balance $130
[18:56:22] Exp 1440: R5 - Bet $20, W, Balance $170
[18:56:26] Exp 1440: R6 - Bet $15, L, Balance $155
[18:56:31] Exp 1440: R7 - Bet $20, L, Balance $135
[18:56:36] Exp 1440: R8 - Bet $20, L, Balance $115
[18:56:41] Exp 1440: R9 - Bet $15, W, Balance $145
[18:56:46] Exp 1440: R10 - Bet $15, L, Balance $130
[18:56:49] Exp 1440: R11 - Bet $20, L, Balance $110
[18:56:56] Exp 1440: R12 - Bet $15, L, Balance $95
[18:57:00] Exp 1440: R13 - Bet $15, L, Balance $80
[18:57:03] Exp 1440: R14 - Bet $15, W, Balance $110
[18:57:08] Exp 1440: R15 - Bet $20, W, Balance $150
[18:57:11] Exp 1440: R16 - Bet $20, L, Balance $130
[18:57:16] Exp 1440: R17 - Bet $25, L, Balance $105
[18:57:22] Exp 1440: R18 - Bet $15, L, Balance $90
[18:57:28] Exp 1440: R19 - Bet $5, L, Balance $85
[18:57:33] Exp 1440: R20 - Bet $10, L, Balance $75
[18:57:36] Exp 1440: R21 - Bet $10, W, Balance $95
[18:57:41] Exp 1440: R22 - Bet $15, L, Balance $80
[18:57:46] Exp 1440: R23 - Bet $10, L, Balance $70
[18:57:51] Exp 1440: R24 - Bet $10, W, Balance $90
[18:57:57] Exp 1440: R25 - Bet $15, W, Balance $120
[18:58:02] Exp 1440: R26 - Bet $20, L, Balance $100
[18:58:06] Exp 1440: R27 - Bet $20, W, Balance $140
[18:58:11] Exp 1440: R28 - Bet $20, L, Balance $120
[18:58:17] Exp 1440: R29 - Bet $20, L, Balance $100
[18:58:21] Exp 1440: R30 - Bet $15, W, Balance $130
[18:58:24] Exp 1440: R31 - Bet $15, W, Balance $160
[18:58:27] Exp 1440: R32 - Bet $15, W, Balance $190
[18:58:30] Exp 1440: R33 - Bet $20, L, Balance $170
[18:58:34] Exp 1440: R34 - Bet $15, W, Balance $200
[18:58:40] Exp 1440: R35 - Bet $15, L, Balance $185
[18:58:44] Exp 1440: R36 - Bet $15, L, Balance $170
[18:58:47] Exp 1440: R37 - Bet $15, L, Balance $155
[18:58:51] Exp 1440: R38 - Bet $10, L, Balance $145
[18:58:55] Exp 1440: R39 - Bet $15, L, Balance $130
[18:59:02] Exp 1441: R1 - Bet $10, W, Balance $120
[18:59:06] Exp 1441: R2 - Bet $10, W, Balance $140
[18:59:09] Exp 1441: R3 - Bet $10, W, Balance $160
[18:59:12] Exp 1441: R4 - Bet $10, L, Balance $150
[18:59:15] Exp 1441: R5 - Bet $5, L, Balance $145
[18:59:19] Exp 1441: R6 - Bet $10, W, Balance $165
[18:59:23] Exp 1441: R7 - Bet $10, L, Balance $155
[18:59:27] Exp 1441: R8 - Bet $10, L, Balance $145
[18:59:31] Exp 1441: R9 - Bet $10, L, Balance $135
[18:59:35] Exp 1441: R10 - Bet $5, W, Balance $145
[18:59:38] Exp 1441: R11 - Bet $5, L, Balance $140
[18:59:41] Exp 1441: R12 - Bet $5, L, Balance $135
[18:59:44] Exp 1441: R13 - Bet $5, L, Balance $130
[18:59:48] Exp 1441: R14 - Bet $5, L, Balance $125
[18:59:57] Exp 1442: R1 - Bet $20, L, Balance $80
[19:00:00] Exp 1442: R2 - Bet $20, W, Balance $120
[19:00:03] Exp 1442: R3 - Bet $20, L, Balance $100
[19:00:06] Exp 1442: R4 - Bet $15, L, Balance $85
[19:00:11] Exp 1442: R5 - Bet $15, L, Balance $70
[19:00:14] Exp 1442: R6 - Bet $10, L, Balance $60
[19:00:19] Exp 1442: R7 - Bet $10, L, Balance $50
[19:00:23] Exp 1442: R8 - Bet $10, L, Balance $40
[19:00:26] Exp 1442: R9 - Bet $10, L, Balance $30
[19:00:30] Exp 1442: R10 - Bet $10, L, Balance $20
[19:00:36] Exp 1442: R11 - Bet $10, L, Balance $10
[19:00:40] Exp 1442: R12 - Bet $5, L, Balance $5
[19:00:48] Exp 1443: R1 - Bet $10, W, Balance $120
[19:00:51] Exp 1443: R2 - Bet $10, L, Balance $110
[19:00:55] Exp 1443: R3 - Bet $10, L, Balance $100
[19:00:58] Exp 1443: R4 - Bet $10, W, Balance $120
[19:01:01] Exp 1443: R5 - Bet $10, W, Balance $140
[19:01:05] Exp 1443: R6 - Bet $10, W, Balance $160
[19:01:09] Exp 1443: R7 - Bet $10, W, Balance $180
[19:01:13] Exp 1443: R8 - Bet $5, W, Balance $190
[19:01:18] Exp 1443: R9 - Bet $10, L, Balance $180
[19:01:22] Exp 1443: R10 - Bet $5, L, Balance $175
[19:01:25] Exp 1443: R11 - Bet $10, L, Balance $165
[19:01:28] Exp 1443: R12 - Bet $5, L, Balance $160
[19:01:32] Exp 1443: R13 - Bet $5, L, Balance $155
[19:01:35] Exp 1443: R14 - Bet $5, L, Balance $150
[19:01:39] Exp 1443: R15 - Bet $5, L, Balance $145
[19:01:43] Exp 1443: R16 - Bet $5, L, Balance $140
[19:01:47] Exp 1443: R17 - Bet $10, W, Balance $160
[19:01:51] Exp 1443: R18 - Bet $5, L, Balance $155
[19:01:55] Exp 1443: R19 - Bet $10, L, Balance $145
[19:02:01] Exp 1443: R20 - Bet $10, L, Balance $135
[19:02:05] Exp 1443: R21 - Bet $5, L, Balance $130
[19:02:08] Exp 1443: R22 - Bet $5, L, Balance $125
[19:02:11] Exp 1443: R23 - Bet $5, W, Balance $135
[19:02:15] Exp 1443: R24 - Bet $5, W, Balance $145
[19:02:21] Exp 1443: R25 - Bet $5, L, Balance $140
[19:02:25] Exp 1443: R26 - Bet $10, L, Balance $130
[19:02:29] Exp 1443: R27 - Bet $10, L, Balance $120
[19:02:32] Exp 1443: R28 - Bet $5, L, Balance $115
[19:02:40] Exp 1443: R29 - Bet $5, L, Balance $110
[19:02:43] Exp 1443: R30 - Bet $5, W, Balance $120
[19:02:47] Exp 1443: R31 - Bet $5, L, Balance $115
[19:02:51] Exp 1443: R32 - Bet $5, W, Balance $125
[19:02:55] Exp 1443: R33 - Bet $5, L, Balance $120
[19:02:59] Exp 1443: R34 - Bet $10, W, Balance $140
[19:03:03] Exp 1443: R35 - Bet $10, L, Balance $130
[19:03:07] Exp 1443: R36 - Bet $5, L, Balance $125
[19:03:10] Exp 1443: R37 - Bet $5, W, Balance $135
[19:03:17] Exp 1443: R38 - Bet $5, L, Balance $130
[19:03:21] Exp 1443: R39 - Bet $5, L, Balance $125
[19:03:24] Exp 1443: R40 - Bet $5, W, Balance $135
[19:03:28] Exp 1443: R41 - Bet $5, L, Balance $130
[19:03:32] Exp 1443: R42 - Bet $10, W, Balance $150
[19:03:37] Exp 1443: R43 - Bet $10, L, Balance $140
[19:03:39] Exp 1443: R44 - Bet $10, L, Balance $130
[19:03:42] Exp 1443: R45 - Bet $5, L, Balance $125
[19:03:47] Exp 1443: R46 - Bet $5, L, Balance $120
[19:03:50] Exp 1443: R47 - Bet $10, W, Balance $140
[19:03:56] Exp 1443: R48 - Bet $5, L, Balance $135
[19:03:59] Exp 1443: R49 - Bet $5, L, Balance $130
[19:04:03] Exp 1443: R50 - Bet $10, W, Balance $150
[19:04:06] Exp 1444: R1 - Bet $10, L, Balance $90
[19:04:09] Exp 1444: R2 - Bet $5, W, Balance $100
[19:04:13] Exp 1444: R3 - Bet $10, L, Balance $90
[19:04:16] Exp 1444: R4 - Bet $10, L, Balance $80
[19:04:20] Exp 1444: R5 - Bet $5, L, Balance $75
[19:04:24] Exp 1444: R6 - Bet $5, L, Balance $70
[19:04:30] Exp 1445: R1 - Bet $20, L, Balance $80
[19:04:35] Exp 1445: R2 - Bet $10, L, Balance $70
[19:04:39] Exp 1445: R3 - Bet $20, W, Balance $110
[19:04:42] Exp 1445: R4 - Bet $10, W, Balance $130
[19:04:47] Exp 1445: R5 - Bet $20, L, Balance $110
[19:04:52] Exp 1445: R6 - Bet $20, W, Balance $150
[19:04:59] Exp 1445: R7 - Bet $20, W, Balance $190
[19:05:04] Exp 1445: R8 - Bet $20, L, Balance $170
[19:05:08] Exp 1445: R9 - Bet $20, L, Balance $150
[19:05:13] Exp 1445: R10 - Bet $10, L, Balance $140
[19:05:16] Exp 1445: R11 - Bet $10, L, Balance $130
[19:05:19] Exp 1445: R12 - Bet $10, W, Balance $150
[19:05:27] Exp 1445: R13 - Bet $10, L, Balance $140
[19:05:29] Exp 1445: R14 - Bet $10, L, Balance $130
[19:05:32] Exp 1445: R15 - Bet $10, L, Balance $120
[19:05:37] Exp 1445: R16 - Bet $10, W, Balance $140
[19:05:39] Exp 1445: R17 - Bet $20, W, Balance $180
[19:05:44] Exp 1445: R18 - Bet $20, L, Balance $160
[19:05:47] Exp 1445: R19 - Bet $20, L, Balance $140
[19:05:52] Exp 1445: R20 - Bet $10, L, Balance $130
[19:05:55] Exp 1445: R21 - Bet $10, L, Balance $120
[19:05:59] Exp 1445: R22 - Bet $10, L, Balance $110
[19:06:03] Exp 1445: R23 - Bet $10, W, Balance $130
[19:06:07] Exp 1445: R24 - Bet $10, L, Balance $120
[19:06:10] Exp 1445: R25 - Bet $10, L, Balance $110
[19:06:14] Exp 1445: R26 - Bet $10, W, Balance $130
[19:06:20] Exp 1445: R27 - Bet $10, L, Balance $120
[19:06:23] Exp 1445: R28 - Bet $10, L, Balance $110
[19:06:27] Exp 1445: R29 - Bet $10, L, Balance $100
[19:06:31] Exp 1445: R30 - Bet $10, L, Balance $90
[19:06:40] Exp 1446: R1 - Bet $5, W, Balance $110
[19:06:46] Exp 1446: R2 - Bet $5, L, Balance $105
[19:06:50] Exp 1446: R3 - Bet $5, L, Balance $100
[19:06:53] Exp 1446: R4 - Bet $5, L, Balance $95
[19:06:58] Exp 1446: R5 - Bet $5, L, Balance $90
[19:07:02] Exp 1446: R6 - Bet $5, L, Balance $85
[19:07:09] Exp 1447: R1 - Bet $10, L, Balance $90
[19:07:11] Exp 1447: R2 - Bet $5, W, Balance $100
[19:07:15] Exp 1447: R3 - Bet $5, L, Balance $95
[19:07:19] Exp 1447: R4 - Bet $5, L, Balance $90
[19:07:24] Exp 1447: R5 - Bet $5, L, Balance $85
[19:07:27] Exp 1447: R6 - Bet $5, L, Balance $80
[19:07:34] Exp 1448: R1 - Bet $20, W, Balance $140
[19:07:38] Exp 1448: R2 - Bet $20, L, Balance $120
[19:07:45] Exp 1448: R3 - Bet $25, L, Balance $95
[19:07:49] Exp 1448: R4 - Bet $25, L, Balance $70
[19:07:54] Exp 1448: R5 - Bet $20, L, Balance $50
[19:07:57] Exp 1448: R6 - Bet $10, L, Balance $40
[19:08:02] Exp 1448: R7 - Bet $20, L, Balance $20
[19:08:07] Exp 1448: R8 - Bet $10, W, Balance $40
[19:08:11] Exp 1448: R9 - Bet $20, L, Balance $20
[19:08:15] Exp 1448: R10 - Bet $10, L, Balance $10
[19:08:18] Exp 1448: R11 - Bet $5, L, Balance $5
[19:08:26] Exp 1449: R1 - Bet $20, L, Balance $80
[19:08:31] Exp 1449: R2 - Bet $10, L, Balance $70
[19:08:35] Exp 1449: R3 - Bet $20, W, Balance $110
[19:08:39] Exp 1449: R4 - Bet $20, L, Balance $90
[19:08:43] Exp 1449: R5 - Bet $20, L, Balance $70
[19:08:47] Exp 1449: R6 - Bet $20, L, Balance $50
[19:08:51] Exp 1449: R7 - Bet $10, L, Balance $40
[19:08:54] Exp 1449: R8 - Bet $10, L, Balance $30
[19:08:57] Exp 1449: R9 - Bet $10, L, Balance $20
[19:09:01] Exp 1449: R10 - Bet $10, L, Balance $10
[19:09:05] Exp 1449: R11 - Bet $10, L, Balance $0
[19:09:12] Exp 1450: R1 - Bet $20, L, Balance $80
[19:09:19] Exp 1450: R2 - Bet $20, L, Balance $60
[19:09:23] Exp 1450: R3 - Bet $20, L, Balance $40
[19:09:26] Exp 1450: R4 - Bet $10, W, Balance $60
[19:09:31] Exp 1450: R5 - Bet $5, L, Balance $55
[19:09:35] Exp 1450: R6 - Bet $10, W, Balance $75
[19:09:41] Exp 1450: R7 - Bet $15, L, Balance $60
[19:09:48] Exp 1450: R8 - Bet $30, L, Balance $30
[19:09:53] Exp 1450: R9 - Bet $10, W, Balance $50
[19:09:57] Exp 1450: R10 - Bet $10, W, Balance $70
[19:10:04] Exp 1450: R11 - Bet $30, L, Balance $40
[19:10:09] Exp 1450: R12 - Bet $15, L, Balance $25
[19:10:14] Exp 1450: R13 - Bet $10, L, Balance $15
[19:10:20] Exp 1450: R14 - Bet $10, L, Balance $5
[19:10:25] 💾 Intermediate results saved: 1450 experiments
[19:10:29] Exp 1451: R1 - Bet $25, L, Balance $75
[19:10:33] Exp 1451: R2 - Bet $20, W, Balance $115
[19:10:36] Exp 1451: R3 - Bet $20, L, Balance $95
[19:10:39] Exp 1451: R4 - Bet $20, L, Balance $75
[19:10:43] Exp 1451: R5 - Bet $15, L, Balance $60
[19:10:49] Exp 1452: R1 - Bet $20, L, Balance $80
[19:10:52] Exp 1452: R2 - Bet $10, W, Balance $100
[19:10:55] Exp 1452: R3 - Bet $20, L, Balance $80
[19:10:58] Exp 1452: R4 - Bet $10, L, Balance $70
[19:11:03] Exp 1452: R5 - Bet $20, L, Balance $50
[19:11:06] Exp 1452: R6 - Bet $10, L, Balance $40
[19:11:09] Exp 1452: R7 - Bet $10, L, Balance $30
[19:11:12] Exp 1452: R8 - Bet $10, L, Balance $20
[19:11:15] Exp 1452: R9 - Bet $20, W, Balance $60
[19:11:18] Exp 1452: R10 - Bet $20, L, Balance $40
[19:11:23] Exp 1452: R11 - Bet $20, W, Balance $80
[19:11:27] Exp 1452: R12 - Bet $20, L, Balance $60
[19:11:32] Exp 1452: R13 - Bet $20, W, Balance $100
[19:11:36] Exp 1452: R14 - Bet $20, W, Balance $140
[19:11:40] Exp 1452: R15 - Bet $30, L, Balance $110
[19:11:44] Exp 1452: R16 - Bet $30, L, Balance $80
[19:11:50] Exp 1452: R17 - Bet $20, L, Balance $60
[19:11:53] Exp 1452: R18 - Bet $20, L, Balance $40
[19:11:55] Exp 1452: R19 - Bet $20, W, Balance $80
[19:11:59] Exp 1452: R20 - Bet $10, L, Balance $70
[19:12:03] Exp 1452: R21 - Bet $20, L, Balance $50
[19:12:07] Exp 1452: R22 - Bet $20, W, Balance $90
[19:12:10] Exp 1452: R23 - Bet $20, L, Balance $70
[19:12:14] Exp 1452: R24 - Bet $20, L, Balance $50
[19:12:18] Exp 1452: R25 - Bet $20, L, Balance $30
[19:12:22] Exp 1452: R26 - Bet $10, W, Balance $50
[19:12:25] Exp 1452: R27 - Bet $20, W, Balance $90
[19:12:31] Exp 1452: R28 - Bet $10, L, Balance $80
[19:12:37] Exp 1452: R29 - Bet $30, L, Balance $50
[19:12:43] Exp 1452: R30 - Bet $10, L, Balance $40
[19:12:46] Exp 1452: R31 - Bet $10, W, Balance $60
[19:12:51] Exp 1452: R32 - Bet $20, L, Balance $40
[19:12:55] Exp 1452: R33 - Bet $10, L, Balance $30
[19:12:59] Exp 1452: R34 - Bet $20, L, Balance $10
[19:13:02] Exp 1452: R35 - Bet $5, W, Balance $20
[19:13:05] Exp 1452: R36 - Bet $10, L, Balance $10
[19:13:09] Exp 1452: R37 - Bet $5, W, Balance $20
[19:13:12] Exp 1452: R38 - Bet $5, L, Balance $15
[19:13:15] Exp 1452: R39 - Bet $5, L, Balance $10
[19:13:18] Exp 1452: R40 - Bet $5, L, Balance $5
[19:13:21] Exp 1452: R41 - Bet $5, L, Balance $0
[19:13:27] Exp 1453: R1 - Bet $10, W, Balance $120
[19:13:30] Exp 1453: R2 - Bet $10, W, Balance $140
[19:13:34] Exp 1453: R3 - Bet $10, L, Balance $130
[19:13:37] Exp 1453: R4 - Bet $10, W, Balance $150
[19:13:41] Exp 1453: R5 - Bet $5, L, Balance $145
[19:13:46] Exp 1453: R6 - Bet $5, L, Balance $140
[19:13:54] Exp 1453: R7 - Bet $10, L, Balance $130
[19:13:57] Exp 1453: R8 - Bet $5, L, Balance $125
[19:14:06] Exp 1454: R1 - Bet $20, L, Balance $80
[19:14:11] Exp 1454: R2 - Bet $20, W, Balance $120
[19:14:13] Exp 1454: R3 - Bet $25, L, Balance $95
[19:14:15] Exp 1454: R4 - Bet $15, L, Balance $80
[19:14:20] Exp 1454: R5 - Bet $10, L, Balance $70
[19:14:23] Exp 1454: R6 - Bet $10, L, Balance $60
[19:14:27] Exp 1454: R7 - Bet $10, L, Balance $50
[19:14:34] Exp 1455: R1 - Bet $20, L, Balance $80
[19:14:38] Exp 1455: R2 - Bet $20, W, Balance $120
[19:14:41] Exp 1455: R3 - Bet $20, W, Balance $160
[19:14:45] Exp 1455: R4 - Bet $20, L, Balance $140
[19:14:48] Exp 1455: R5 - Bet $20, L, Balance $120
[19:14:52] Exp 1455: R6 - Bet $20, W, Balance $160
[19:14:56] Exp 1455: R7 - Bet $20, L, Balance $140
[19:15:01] Exp 1455: R8 - Bet $25, L, Balance $115
[19:15:04] Exp 1455: R9 - Bet $20, L, Balance $95
[19:15:09] Exp 1455: R10 - Bet $10, L, Balance $85
[19:15:12] Exp 1455: R11 - Bet $10, W, Balance $105
[19:15:16] Exp 1455: R12 - Bet $10, L, Balance $95
[19:15:19] Exp 1455: R13 - Bet $10, W, Balance $115
[19:15:23] Exp 1455: R14 - Bet $10, W, Balance $135
[19:15:26] Exp 1455: R15 - Bet $20, L, Balance $115
[19:15:30] Exp 1455: R16 - Bet $20, L, Balance $95
[19:15:33] Exp 1455: R17 - Bet $10, W, Balance $115
[19:15:36] Exp 1455: R18 - Bet $10, L, Balance $105
[19:15:40] Exp 1455: R19 - Bet $10, W, Balance $125
[19:15:43] Exp 1455: R20 - Bet $10, L, Balance $115
[19:15:46] Exp 1455: R21 - Bet $10, L, Balance $105
[19:15:49] Exp 1455: R22 - Bet $10, W, Balance $125
[19:15:53] Exp 1455: R23 - Bet $10, W, Balance $145
[19:15:57] Exp 1455: R24 - Bet $20, L, Balance $125
[19:16:00] Exp 1455: R25 - Bet $20, W, Balance $165
[19:16:05] Exp 1455: R26 - Bet $10, L, Balance $155
[19:16:09] Exp 1455: R27 - Bet $20, L, Balance $135
[19:16:12] Exp 1455: R28 - Bet $20, L, Balance $115
[19:16:17] Exp 1455: R29 - Bet $10, L, Balance $105
[19:16:21] Exp 1455: R30 - Bet $10, L, Balance $95
[19:16:25] Exp 1455: R31 - Bet $10, L, Balance $85
[19:16:30] Exp 1455: R32 - Bet $10, L, Balance $75
[19:16:34] Exp 1455: R33 - Bet $20, L, Balance $55
[19:16:40] Exp 1455: R34 - Bet $10, W, Balance $75
[19:16:43] Exp 1455: R35 - Bet $20, L, Balance $55
[19:16:47] Exp 1455: R36 - Bet $15, L, Balance $40
[19:16:50] Exp 1455: R37 - Bet $10, L, Balance $30
[19:16:53] Exp 1455: R38 - Bet $10, L, Balance $20
[19:16:57] Exp 1455: R39 - Bet $10, L, Balance $10
[19:17:01] Exp 1455: R40 - Bet $10, W, Balance $30
[19:17:04] Exp 1455: R41 - Bet $10, L, Balance $20
[19:17:07] Exp 1455: R42 - Bet $10, L, Balance $10
[19:17:11] Exp 1455: R43 - Bet $10, L, Balance $0
[19:17:14] Exp 1456: R1 - Bet $10, W, Balance $120
[19:17:18] Exp 1456: R2 - Bet $20, L, Balance $100
[19:17:21] Exp 1456: R3 - Bet $15, L, Balance $85
[19:17:27] Exp 1456: R4 - Bet $15, L, Balance $70
[19:17:30] Exp 1456: R5 - Bet $10, L, Balance $60
[19:17:33] Exp 1456: R6 - Bet $10, L, Balance $50
[19:17:36] Exp 1456: R7 - Bet $10, W, Balance $70
[19:17:39] Exp 1456: R8 - Bet $10, L, Balance $60
[19:17:43] Exp 1456: R9 - Bet $15, L, Balance $45
[19:17:47] Exp 1456: R10 - Bet $10, L, Balance $35
[19:17:50] Exp 1456: R11 - Bet $10, L, Balance $25
[19:17:53] Exp 1456: R12 - Bet $5, L, Balance $20
[19:17:59] Exp 1457: R1 - Bet $20, W, Balance $140
[19:18:02] Exp 1457: R2 - Bet $20, L, Balance $120
[19:18:05] Exp 1457: R3 - Bet $10, L, Balance $110
[19:18:09] Exp 1457: R4 - Bet $10, L, Balance $100
[19:18:11] Exp 1457: R5 - Bet $10, L, Balance $90
[19:18:14] Exp 1457: R6 - Bet $10, L, Balance $80
[19:18:20] Exp 1458: R1 - Bet $10, L, Balance $90
[19:18:24] Exp 1458: R2 - Bet $5, W, Balance $100
[19:18:27] Exp 1458: R3 - Bet $5, L, Balance $95
[19:18:31] Exp 1458: R4 - Bet $5, W, Balance $105
[19:18:34] Exp 1458: R5 - Bet $5, W, Balance $115
[19:18:37] Exp 1458: R6 - Bet $10, L, Balance $105
[19:18:40] Exp 1458: R7 - Bet $10, L, Balance $95
[19:18:44] Exp 1458: R8 - Bet $5, L, Balance $90
[19:18:46] Exp 1458: R9 - Bet $5, L, Balance $85
[19:18:49] Exp 1458: R10 - Bet $5, L, Balance $80
[19:18:52] Exp 1458: R11 - Bet $5, W, Balance $90
[19:18:55] Exp 1458: R12 - Bet $5, L, Balance $85
[19:18:58] Exp 1458: R13 - Bet $5, W, Balance $95
[19:19:02] Exp 1458: R14 - Bet $5, L, Balance $90
[19:19:05] Exp 1458: R15 - Bet $10, L, Balance $80
[19:19:08] Exp 1458: R16 - Bet $5, W, Balance $90
[19:19:11] Exp 1458: R17 - Bet $5, L, Balance $85
[19:19:14] Exp 1458: R18 - Bet $5, L, Balance $80
[19:19:20] Exp 1458: R19 - Bet $10, L, Balance $70
[19:19:29] Exp 1459: R1 - Bet $10, L, Balance $90
[19:19:32] Exp 1459: R2 - Bet $5, L, Balance $85
[19:19:35] Exp 1459: R3 - Bet $5, L, Balance $80
[19:19:38] Exp 1459: R4 - Bet $5, W, Balance $90
[19:19:42] Exp 1459: R5 - Bet $5, L, Balance $85
[19:19:45] Exp 1459: R6 - Bet $5, W, Balance $95
[19:19:48] Exp 1459: R7 - Bet $5, L, Balance $90
[19:19:53] Exp 1459: R8 - Bet $5, W, Balance $100
[19:19:58] Exp 1459: R9 - Bet $10, L, Balance $90
[19:20:02] Exp 1459: R10 - Bet $10, W, Balance $110
[19:20:06] Exp 1459: R11 - Bet $5, L, Balance $105
[19:20:09] Exp 1459: R12 - Bet $10, W, Balance $125
[19:20:12] Exp 1459: R13 - Bet $10, L, Balance $115
[19:20:17] Exp 1459: R14 - Bet $10, L, Balance $105
[19:20:21] Exp 1459: R15 - Bet $10, L, Balance $95
[19:20:24] Exp 1459: R16 - Bet $5, L, Balance $90
[19:20:27] Exp 1459: R17 - Bet $5, L, Balance $85
[19:20:32] Exp 1459: R18 - Bet $5, W, Balance $95
[19:20:36] Exp 1459: R19 - Bet $5, W, Balance $105
[19:20:40] Exp 1459: R20 - Bet $5, L, Balance $100
[19:20:43] Exp 1459: R21 - Bet $5, L, Balance $95
[19:20:48] Exp 1459: R22 - Bet $10, L, Balance $85
[19:20:51] Exp 1459: R23 - Bet $5, L, Balance $80
[19:20:54] Exp 1459: R24 - Bet $10, W, Balance $100
[19:20:57] Exp 1459: R25 - Bet $10, L, Balance $90
[19:21:00] Exp 1459: R26 - Bet $10, L, Balance $80
[19:21:03] Exp 1459: R27 - Bet $5, L, Balance $75
[19:21:06] Exp 1459: R28 - Bet $5, L, Balance $70
[19:21:10] Exp 1459: R29 - Bet $5, L, Balance $65
[19:21:18] Exp 1460: R1 - Bet $30, L, Balance $70
[19:21:21] Exp 1460: R2 - Bet $20, W, Balance $110
[19:21:25] Exp 1460: R3 - Bet $20, L, Balance $90
[19:21:28] Exp 1460: R4 - Bet $10, L, Balance $80
[19:21:32] Exp 1460: R5 - Bet $20, L, Balance $60
[19:21:36] Exp 1460: R6 - Bet $20, L, Balance $40
[19:21:40] Exp 1460: R7 - Bet $10, L, Balance $30
[19:21:43] Exp 1460: R8 - Bet $10, W, Balance $50
[19:21:47] Exp 1460: R9 - Bet $10, L, Balance $40
[19:21:51] Exp 1460: R10 - Bet $10, L, Balance $30
[19:21:55] Exp 1460: R11 - Bet $10, L, Balance $20
[19:21:58] Exp 1460: R12 - Bet $10, L, Balance $10
[19:22:06] Exp 1461: R1 - Bet $20, L, Balance $80
[19:22:10] Exp 1461: R2 - Bet $15, L, Balance $65
[19:22:12] Exp 1461: R3 - Bet $15, L, Balance $50
[19:22:16] Exp 1461: R4 - Bet $15, L, Balance $35
[19:22:20] Exp 1461: R5 - Bet $15, L, Balance $20
[19:22:23] Exp 1461: R6 - Bet $10, W, Balance $40
[19:22:26] Exp 1461: R7 - Bet $10, L, Balance $30
[19:22:29] Exp 1461: R8 - Bet $10, W, Balance $50
[19:22:33] Exp 1461: R9 - Bet $15, W, Balance $80
[19:22:37] Exp 1461: R10 - Bet $20, W, Balance $120
[19:22:40] Exp 1461: R11 - Bet $10, L, Balance $110
[19:22:44] Exp 1461: R12 - Bet $20, W, Balance $150
[19:22:48] Exp 1461: R13 - Bet $20, L, Balance $130
[19:22:50] Exp 1461: R14 - Bet $20, L, Balance $110
[19:22:54] Exp 1461: R15 - Bet $20, L, Balance $90
[19:22:58] Exp 1461: R16 - Bet $15, L, Balance $75
[19:23:00] Exp 1461: R17 - Bet $15, W, Balance $105
[19:23:03] Exp 1461: R18 - Bet $15, W, Balance $135
[19:23:06] Exp 1461: R19 - Bet $20, W, Balance $175
[19:23:11] Exp 1461: R20 - Bet $15, L, Balance $160
[19:23:15] Exp 1461: R21 - Bet $20, L, Balance $140
