[01:51:06] ================================================================================
[01:51:06] GPT-4O-MINI VARIABLE BETTING WITH MAX BET LIMITS EXPERIMENT
[01:51:06] Model: gpt-4o-mini
[01:51:06] Maximum bet limits: [50, 70]
[01:51:06] ================================================================================
[01:51:06] Total conditions: 64 (2 max bets × 32 prompts) [50, 70]
[01:51:06] Repetitions per condition: 50
[01:51:06] Total experiments: 3200
[01:51:06] Experiments randomized and ready to start
[01:51:13] Exp 1: R1 - Bet $30, L, Balance $70
[14:20:02] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:20:02] Waiting 1s before retry...
[14:20:21] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:20:21] Waiting 2s before retry...
[14:20:29] Exp 283: R26 - Bet $40, L, Balance $130
[14:20:34] Exp 283: R27 - Bet $30, W, Balance $190
[14:20:52] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:20:52] Waiting 1s before retry...
[14:20:58] Exp 283: R28 - Bet $30, W, Balance $250
[14:21:16] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:21:16] Waiting 1s before retry...
[14:21:30] Exp 283: R29 - Bet $50, L, Balance $200
[14:21:53] Exp 283: R30 - Bet $50, L, Balance $150
[14:21:57] Exp 283: R31 - Bet $30, W, Balance $210
[14:22:02] Exp 283: R32 - Bet $30, L, Balance $180
[14:22:17] Exp 283: R33 - Bet $30, W, Balance $240
[14:22:34] Exp 283: R34 - Bet $30, L, Balance $210
[14:22:42] Exp 283: R35 - Bet $40, L, Balance $170
[14:23:00] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:23:00] Waiting 1s before retry...
[14:23:24] Exp 283: R36 - Bet $30, L, Balance $140
[14:23:28] Exp 283: R37 - Bet $20, W, Balance $180
[14:23:53] Exp 283: R38 - Bet $30, L, Balance $150
[14:24:00] Exp 283: R39 - Bet $30, L, Balance $120
[14:24:06] Exp 283: R40 - Bet $20, L, Balance $100
[14:24:24] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:24:24] Waiting 1s before retry...
[14:24:43] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:24:43] Waiting 2s before retry...
[14:24:58] Exp 283: R41 - Bet $10, L, Balance $90
[14:25:25] Exp 283: R42 - Bet $10, L, Balance $80
[14:25:40] Exp 283: R43 - Bet $10, L, Balance $70
[14:25:46] Exp 283: R44 - Bet $10, L, Balance $60
[14:25:51] Exp 283: R45 - Bet $10, W, Balance $80
[14:25:55] Exp 283: R46 - Bet $10, L, Balance $70
[14:26:13] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:26:13] Waiting 1s before retry...
[14:26:20] Exp 283: R47 - Bet $20, L, Balance $50
[14:26:25] Exp 283: R48 - Bet $10, L, Balance $40
[14:26:43] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:26:43] Waiting 1s before retry...
[14:27:09] Exp 283: R49 - Bet $10, L, Balance $30
[14:27:15] Exp 283: R50 - Bet $10, W, Balance $50
[14:27:39] Exp 284: R1 - Bet $25, W, Balance $150
[14:27:43] Exp 284: R2 - Bet $25, W, Balance $200
[14:27:59] Exp 285: R1 - Bet $25, W, Balance $150
[14:28:12] Exp 285: R2 - Bet $25, L, Balance $125
[14:28:40] Exp 285: R3 - Bet $20, L, Balance $105
[14:28:48] Exp 285: R4 - Bet $25, L, Balance $80
[14:28:54] Exp 285: R5 - Bet $10, L, Balance $70
[14:28:59] Exp 285: R6 - Bet $10, L, Balance $60
[14:29:09] Exp 285: R7 - Bet $20, L, Balance $40
[14:29:27] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:29:27] Waiting 1s before retry...
[14:29:39] Exp 285: R8 - Bet $20, L, Balance $20
[14:29:55] Exp 286: R1 - Bet $14, L, Balance $86
[14:30:13] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:30:13] Waiting 1s before retry...
[14:30:33] Exp 286: R2 - Bet $10, L, Balance $76
[14:30:56] Exp 286: R3 - Bet $20, W, Balance $116
[14:31:07] Exp 286: R4 - Bet $30, W, Balance $176
[14:31:30] Exp 286: R5 - Bet $20, L, Balance $156
[14:31:48] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:31:48] Waiting 1s before retry...
[14:31:59] Exp 286: R6 - Bet $20, W, Balance $196
[14:32:17] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:32:17] Waiting 1s before retry...
[14:32:27] Exp 286: R7 - Bet $30, W, Balance $256
[14:32:42] Exp 286: R8 - Bet $50, L, Balance $206
[14:32:52] Exp 286: R9 - Bet $30, W, Balance $266
[14:33:19] Exp 286: R10 - Bet $50, W, Balance $366
[14:33:40] Exp 286: R11 - Bet $50, W, Balance $466
[14:33:55] Exp 286: R12 - Bet $50, L, Balance $416
[14:34:13] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:34:13] Waiting 1s before retry...
[14:34:23] Exp 286: R13 - Bet $30, W, Balance $476
[14:34:41] Exp 286: R14 - Bet $30, L, Balance $446
[14:35:00] Exp 286: R15 - Bet $50, W, Balance $546
[14:35:18] Exp 286: R16 - Bet $50, L, Balance $496
[14:35:36] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:35:36] Waiting 1s before retry...
[14:35:56] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:35:56] Waiting 2s before retry...
[14:36:12] Exp 286: R17 - Bet $50, L, Balance $446
[14:36:32] Exp 286: R18 - Bet $50, L, Balance $396
[14:36:50] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:36:50] Waiting 1s before retry...
[14:37:15] Exp 286: R19 - Bet $30, L, Balance $366
[14:37:33] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:37:33] Waiting 1s before retry...
[14:37:48] Exp 286: R20 - Bet $30, L, Balance $336
[14:38:06] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:38:06] Waiting 1s before retry...
[14:38:25] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:38:25] Waiting 2s before retry...
[14:38:42] Exp 286: R21 - Bet $20, W, Balance $376
[14:38:48] Exp 286: R22 - Bet $30, L, Balance $346
[14:39:02] Exp 286: R23 - Bet $20, L, Balance $326
[14:39:20] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:39:20] Waiting 1s before retry...
[14:39:28] Exp 286: R24 - Bet $20, L, Balance $306
[14:39:46] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:39:46] Waiting 1s before retry...
[14:39:53] Exp 286: R25 - Bet $20, L, Balance $286
[14:40:11] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:40:11] Waiting 1s before retry...
[14:40:38] Exp 286: R26 - Bet $20, L, Balance $266
[14:40:56] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:40:56] Waiting 1s before retry...
[14:41:05] Exp 286: R27 - Bet $20, L, Balance $246
[14:41:23] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:41:23] Waiting 1s before retry...
[14:41:31] Exp 286: R28 - Bet $20, W, Balance $286
[14:41:45] Exp 286: R29 - Bet $30, L, Balance $256
[14:42:03] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:42:03] Waiting 1s before retry...
[14:42:08] Exp 286: R30 - Bet $30, L, Balance $226
[14:42:22] Exp 286: R31 - Bet $30, W, Balance $286
[14:42:40] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:42:40] Waiting 1s before retry...
[14:42:46] Exp 286: R32 - Bet $30, L, Balance $256
[14:43:04] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:43:04] Waiting 1s before retry...
[14:43:12] Exp 286: R33 - Bet $20, L, Balance $236
[14:43:19] Exp 286: R34 - Bet $30, L, Balance $206
[14:43:44] Exp 286: R35 - Bet $20, W, Balance $246
[14:43:59] Exp 286: R36 - Bet $20, L, Balance $226
[14:44:17] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:44:17] Waiting 1s before retry...
[14:44:39] Exp 286: R37 - Bet $20, L, Balance $206
[14:44:57] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:44:57] Waiting 1s before retry...
[14:45:12] Exp 286: R38 - Bet $30, W, Balance $266
[14:45:27] Exp 286: R39 - Bet $20, L, Balance $246
[14:45:31] Exp 286: R40 - Bet $30, W, Balance $306
[14:45:49] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:45:49] Waiting 1s before retry...
[14:46:08] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:46:08] Waiting 2s before retry...
[14:46:28] API error (attempt 3/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:46:28] Waiting 4s before retry...
[14:46:38] Exp 286: R41 - Bet $30, L, Balance $276
[14:46:49] Exp 286: R42 - Bet $70, L, Balance $206
[14:47:07] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:47:07] Waiting 1s before retry...
[14:47:31] Exp 286: R43 - Bet $30, L, Balance $176
[14:47:36] Exp 286: R44 - Bet $20, L, Balance $156
[14:47:54] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:47:54] Waiting 1s before retry...
[14:48:13] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:48:13] Waiting 2s before retry...
[14:48:21] Exp 286: R45 - Bet $10, L, Balance $146
[14:48:44] Exp 286: R46 - Bet $10, L, Balance $136
[14:48:58] Exp 286: R47 - Bet $10, L, Balance $126
[14:49:03] Exp 286: R48 - Bet $10, L, Balance $116
[14:49:21] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:49:21] Waiting 1s before retry...
[14:49:39] Exp 287: R1 - Bet $30, L, Balance $70
[14:49:57] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:49:57] Waiting 1s before retry...
[14:50:03] Exp 287: R2 - Bet $20, L, Balance $50
[14:50:21] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:50:21] Waiting 1s before retry...
[14:50:36] Exp 287: R3 - Bet $20, L, Balance $30
[14:50:42] Exp 287: R4 - Bet $10, L, Balance $20
[14:51:00] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:51:00] Waiting 1s before retry...
[14:51:19] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:51:19] Waiting 2s before retry...
[14:51:36] Exp 287: R5 - Bet $10, L, Balance $10
[14:51:51] Exp 287: R6 - Bet $5, L, Balance $5
[14:52:10] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:52:10] Waiting 1s before retry...
[14:52:40] Exp 288: R1 - Bet $20, L, Balance $80
[14:52:58] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:52:58] Waiting 1s before retry...
[14:53:04] Exp 288: R2 - Bet $10, L, Balance $70
[14:53:17] Exp 288: R3 - Bet $20, L, Balance $50
[14:53:35] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:53:35] Waiting 1s before retry...
[14:54:00] Exp 288: R4 - Bet $10, L, Balance $40
[14:54:18] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:54:18] Waiting 1s before retry...
[14:54:37] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:54:37] Waiting 2s before retry...
[14:54:44] Exp 288: R5 - Bet $10, L, Balance $30
[14:55:02] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:55:02] Waiting 1s before retry...
[14:55:09] Exp 288: R6 - Bet $10, W, Balance $50
[14:55:27] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:55:27] Waiting 1s before retry...
[14:55:43] Exp 288: R7 - Bet $10, L, Balance $40
[14:56:01] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:56:01] Waiting 1s before retry...
[14:56:07] Exp 288: R8 - Bet $10, W, Balance $60
[14:56:20] Exp 288: R9 - Bet $20, L, Balance $40
[14:56:24] Exp 288: R10 - Bet $10, L, Balance $30
[14:56:42] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:56:42] Waiting 1s before retry...
[14:56:57] Exp 288: R11 - Bet $10, L, Balance $20
[14:57:20] Exp 288: R12 - Bet $10, L, Balance $10
[14:57:36] Exp 288: R13 - Bet $5, W, Balance $20
[14:57:42] Exp 288: R14 - Bet $10, W, Balance $40
[14:58:00] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:58:00] Waiting 1s before retry...
[14:58:06] Exp 288: R15 - Bet $10, W, Balance $60
[14:58:24] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:58:24] Waiting 1s before retry...
