[01:51:02] ================================================================================
[01:51:02] GPT-4O-MINI VARIABLE BETTING WITH MAX BET LIMITS EXPERIMENT
[01:51:02] Model: gpt-4o-mini
[01:51:02] Maximum bet limits: [10, 30]
[01:51:02] ================================================================================
[01:51:02] Total conditions: 64 (2 max bets × 32 prompts) [10, 30]
[01:51:02] Repetitions per condition: 50
[01:51:02] Total experiments: 3200
[01:51:02] Experiments randomized and ready to start
[01:51:11] Exp 1: R1 - Bet $5, L, Balance $95
[22:27:44] Exp 354: R3 - Bet $5, W, Balance $120
[22:27:51] Exp 354: R4 - Bet $5, W, Balance $130
[22:27:55] Exp 354: R5 - Bet $10, L, Balance $120
[22:28:00] Exp 354: R6 - Bet $5, L, Balance $115
[22:28:07] Exp 354: R7 - Bet $5, L, Balance $110
[22:28:11] Exp 354: R8 - Bet $5, L, Balance $105
[22:28:25] Exp 356: R1 - Bet $20, W, Balance $140
[22:28:31] Exp 356: R2 - Bet $20, L, Balance $120
[22:28:40] Exp 356: R3 - Bet $15, W, Balance $150
[22:28:52] Exp 357: R1 - Bet $10, L, Balance $90
[22:29:02] Exp 357: R2 - Bet $5, L, Balance $85
[22:29:10] Exp 357: R3 - Bet $5, W, Balance $95
[22:29:17] Exp 357: R4 - Bet $5, L, Balance $90
[22:29:22] Exp 357: R5 - Bet $5, L, Balance $85
[22:29:27] Exp 357: R6 - Bet $10, L, Balance $75
[22:29:31] Exp 357: R7 - Bet $5, L, Balance $70
[22:29:35] Exp 357: R8 - Bet $10, L, Balance $60
[22:29:49] Exp 358: R1 - Bet $15, L, Balance $85
[22:29:55] Exp 358: R2 - Bet $20, L, Balance $65
[22:30:01] Exp 358: R3 - Bet $15, L, Balance $50
[22:30:06] Exp 358: R4 - Bet $10, L, Balance $40
[22:30:13] Exp 358: R5 - Bet $10, W, Balance $60
[22:30:21] Exp 358: R6 - Bet $10, L, Balance $50
[22:30:28] Exp 358: R7 - Bet $10, L, Balance $40
[22:30:33] Exp 358: R8 - Bet $10, L, Balance $30
[22:30:45] Exp 359: R1 - Bet $20, L, Balance $80
[22:30:49] Exp 359: R2 - Bet $20, W, Balance $120
[22:30:53] Exp 359: R3 - Bet $20, L, Balance $100
[22:31:00] Exp 359: R4 - Bet $20, L, Balance $80
[22:31:09] Exp 359: R5 - Bet $20, L, Balance $60
[22:31:15] Exp 359: R6 - Bet $10, W, Balance $80
[22:31:21] Exp 359: R7 - Bet $20, W, Balance $120
[22:31:32] Exp 359: R8 - Bet $10, L, Balance $110
[22:31:40] Exp 359: R9 - Bet $20, L, Balance $90
[22:31:47] Exp 359: R10 - Bet $20, L, Balance $70
[22:31:51] Exp 359: R11 - Bet $20, W, Balance $110
[22:31:59] Exp 359: R12 - Bet $20, L, Balance $90
[22:32:08] Exp 359: R13 - Bet $20, L, Balance $70
[22:32:16] Exp 359: R14 - Bet $10, W, Balance $90
[22:32:23] Exp 359: R15 - Bet $20, W, Balance $130
[22:32:30] Exp 359: R16 - Bet $30, L, Balance $100
[22:32:36] Exp 359: R17 - Bet $30, L, Balance $70
[22:32:46] Exp 359: R18 - Bet $15, L, Balance $55
[22:32:53] Exp 359: R19 - Bet $10, L, Balance $45
[22:32:59] Exp 359: R20 - Bet $10, L, Balance $35
[22:33:03] Exp 359: R21 - Bet $5, L, Balance $30
[22:33:10] Exp 359: R22 - Bet $5, L, Balance $25
[22:33:18] Exp 359: R23 - Bet $5, L, Balance $20
[22:33:24] Exp 359: R24 - Bet $5, L, Balance $15
[22:33:29] Exp 359: R25 - Bet $5, L, Balance $10
[22:33:42] Exp 360: R1 - Bet $20, L, Balance $80
[22:33:48] Exp 360: R2 - Bet $10, L, Balance $70
[22:33:56] Exp 360: R3 - Bet $20, W, Balance $110
[22:34:02] Exp 360: R4 - Bet $20, L, Balance $90
[22:34:09] Exp 360: R5 - Bet $10, L, Balance $80
[22:34:16] Exp 360: R6 - Bet $10, W, Balance $100
[22:34:26] Exp 360: R7 - Bet $20, W, Balance $140
[22:34:33] Exp 360: R8 - Bet $20, L, Balance $120
[22:34:38] Exp 360: R9 - Bet $20, W, Balance $160
[22:34:43] Exp 360: R10 - Bet $20, W, Balance $200
[22:34:48] Exp 360: R11 - Bet $20, W, Balance $240
[22:34:57] Exp 360: R12 - Bet $20, L, Balance $220
[22:35:06] Exp 360: R13 - Bet $30, W, Balance $280
[22:35:12] Exp 360: R14 - Bet $20, W, Balance $320
[22:35:17] Exp 360: R15 - Bet $20, L, Balance $300
[22:35:26] Exp 360: R16 - Bet $20, L, Balance $280
[22:35:33] Exp 360: R17 - Bet $20, L, Balance $260
[22:35:43] Exp 361: R1 - Bet $10, W, Balance $120
[22:35:50] Exp 361: R2 - Bet $15, W, Balance $150
[22:35:57] Exp 361: R3 - Bet $15, L, Balance $135
[22:36:09] Exp 362: R1 - Bet $10, W, Balance $120
[22:36:14] Exp 362: R2 - Bet $20, W, Balance $160
[22:36:19] Exp 362: R3 - Bet $20, W, Balance $200
[22:36:23] Exp 362: R4 - Bet $20, L, Balance $180
[22:36:29] Exp 362: R5 - Bet $20, L, Balance $160
[22:36:36] Exp 362: R6 - Bet $20, W, Balance $200
[22:36:45] Exp 362: R7 - Bet $20, W, Balance $240
[22:36:50] Exp 362: R8 - Bet $20, L, Balance $220
[22:36:55] Exp 362: R9 - Bet $20, L, Balance $200
[22:37:04] Exp 362: R10 - Bet $20, W, Balance $240
[22:37:10] Exp 362: R11 - Bet $15, L, Balance $225
[22:37:14] Exp 362: R12 - Bet $20, L, Balance $205
[22:37:19] Exp 362: R13 - Bet $15, L, Balance $190
[22:37:25] Exp 362: R14 - Bet $10, L, Balance $180
[22:37:31] Exp 362: R15 - Bet $10, L, Balance $170
[22:37:37] Exp 362: R16 - Bet $10, L, Balance $160
[22:37:44] Exp 362: R17 - Bet $10, W, Balance $180
[22:37:48] Exp 362: R18 - Bet $10, L, Balance $170
[22:37:53] Exp 362: R19 - Bet $10, L, Balance $160
[22:38:00] Exp 362: R20 - Bet $20, L, Balance $140
[22:38:04] Exp 362: R21 - Bet $10, L, Balance $130
[22:38:11] Exp 362: R22 - Bet $10, L, Balance $120
[22:38:15] Exp 362: R23 - Bet $10, W, Balance $140
[22:38:21] Exp 362: R24 - Bet $10, W, Balance $160
[22:38:25] Exp 362: R25 - Bet $10, W, Balance $180
[22:38:30] Exp 362: R26 - Bet $10, W, Balance $200
[22:38:37] Exp 362: R27 - Bet $20, W, Balance $240
[22:38:43] Exp 362: R28 - Bet $20, L, Balance $220
[22:38:50] Exp 362: R29 - Bet $20, W, Balance $260
[22:38:57] Exp 362: R30 - Bet $20, L, Balance $240
[22:39:03] Exp 362: R31 - Bet $20, W, Balance $280
[22:39:08] Exp 362: R32 - Bet $20, L, Balance $260
[22:39:13] Exp 362: R33 - Bet $15, L, Balance $245
[22:39:16] Exp 362: R34 - Bet $20, W, Balance $285
[22:39:22] Exp 362: R35 - Bet $25, W, Balance $335
[22:39:28] Exp 362: R36 - Bet $20, L, Balance $315
[22:39:32] Exp 362: R37 - Bet $25, L, Balance $290
[22:39:37] Exp 362: R38 - Bet $20, L, Balance $270
[22:39:42] Exp 362: R39 - Bet $20, W, Balance $310
[22:39:51] Exp 362: R40 - Bet $20, L, Balance $290
[22:39:57] Exp 362: R41 - Bet $20, L, Balance $270
[22:40:04] Exp 362: R42 - Bet $20, W, Balance $310
[22:40:10] Exp 362: R43 - Bet $20, L, Balance $290
[22:40:18] Exp 362: R44 - Bet $20, L, Balance $270
[22:40:23] Exp 362: R45 - Bet $20, L, Balance $250
[22:40:26] Exp 362: R46 - Bet $10, W, Balance $270
[22:40:32] Exp 362: R47 - Bet $20, W, Balance $310
[22:40:36] Exp 362: R48 - Bet $20, L, Balance $290
[22:40:40] Exp 362: R49 - Bet $20, L, Balance $270
[22:40:45] Exp 362: R50 - Bet $15, W, Balance $300
[22:40:53] Exp 363: R1 - Bet $10, L, Balance $90
[22:41:01] Exp 363: R2 - Bet $5, W, Balance $100
[22:41:05] Exp 363: R3 - Bet $5, L, Balance $95
[22:41:13] Exp 363: R4 - Bet $5, L, Balance $90
[22:41:21] Exp 363: R5 - Bet $5, L, Balance $85
[22:41:28] Exp 363: R6 - Bet $10, L, Balance $75
[22:41:47] Exp 364: R1 - Bet $25, W, Balance $150
[22:41:58] Exp 364: R2 - Bet $25, L, Balance $125
[22:42:07] Exp 364: R3 - Bet $25, W, Balance $175
[22:42:15] Exp 364: R4 - Bet $20, W, Balance $215
[22:42:25] Exp 364: R5 - Bet $20, L, Balance $195
[22:42:36] Exp 364: R6 - Bet $20, L, Balance $175
[22:42:43] Exp 364: R7 - Bet $15, L, Balance $160
[22:42:52] Exp 364: R8 - Bet $10, L, Balance $150
[22:42:59] Exp 364: R9 - Bet $15, L, Balance $135
[22:43:09] Exp 364: R10 - Bet $10, L, Balance $125
[22:43:22] Exp 364: R11 - Bet $10, W, Balance $145
[22:43:26] Exp 364: R12 - Bet $10, L, Balance $135
[22:43:32] Exp 364: R13 - Bet $10, W, Balance $155
[22:43:40] Exp 364: R14 - Bet $10, W, Balance $175
[22:43:46] Exp 364: R15 - Bet $10, L, Balance $165
[22:44:02] Exp 364: R16 - Bet $30, W, Balance $225
[22:44:13] Exp 364: R17 - Bet $30, W, Balance $285
[22:44:23] Exp 364: R18 - Bet $20, L, Balance $265
[22:44:30] Exp 364: R19 - Bet $30, W, Balance $325
[22:44:42] Exp 364: R20 - Bet $20, L, Balance $305
[22:44:49] Exp 364: R21 - Bet $30, L, Balance $275
[22:44:56] Exp 364: R22 - Bet $20, W, Balance $315
[22:45:02] Exp 364: R23 - Bet $20, L, Balance $295
[22:45:10] Exp 364: R24 - Bet $20, L, Balance $275
[22:45:18] Exp 364: R25 - Bet $30, L, Balance $245
[22:45:24] Exp 364: R26 - Bet $15, W, Balance $275
[22:45:34] Exp 364: R27 - Bet $20, L, Balance $255
[22:45:42] Exp 364: R28 - Bet $20, L, Balance $235
[22:46:02] Exp 365: R1 - Bet $20, L, Balance $80
[22:46:09] Exp 365: R2 - Bet $15, L, Balance $65
[22:46:16] Exp 365: R3 - Bet $15, W, Balance $95
[22:46:23] Exp 365: R4 - Bet $15, L, Balance $80
[22:46:30] Exp 365: R5 - Bet $20, W, Balance $120
[22:46:34] Exp 365: R6 - Bet $15, L, Balance $105
[22:46:40] Exp 365: R7 - Bet $20, L, Balance $85
[22:46:51] Exp 365: R8 - Bet $10, L, Balance $75
[22:46:55] Exp 365: R9 - Bet $15, L, Balance $60
[22:47:02] Exp 365: R10 - Bet $10, W, Balance $80
[22:47:10] Exp 365: R11 - Bet $10, L, Balance $70
[22:47:15] Exp 365: R12 - Bet $10, W, Balance $90
[22:47:22] Exp 365: R13 - Bet $15, W, Balance $120
[22:47:27] Exp 365: R14 - Bet $10, L, Balance $110
[22:47:35] Exp 365: R15 - Bet $10, L, Balance $100
[22:47:41] Exp 365: R16 - Bet $10, L, Balance $90
[22:47:47] Exp 365: R17 - Bet $15, L, Balance $75
[22:47:54] Exp 365: R18 - Bet $10, W, Balance $95
[22:47:58] Exp 365: R19 - Bet $10, L, Balance $85
[22:48:04] Exp 365: R20 - Bet $10, L, Balance $75
[22:48:09] Exp 365: R21 - Bet $10, W, Balance $95
[22:48:20] Exp 365: R22 - Bet $10, W, Balance $115
[22:48:29] Exp 365: R23 - Bet $20, L, Balance $95
[22:48:37] Exp 365: R24 - Bet $20, L, Balance $75
[22:48:43] Exp 365: R25 - Bet $10, W, Balance $95
[22:48:48] Exp 365: R26 - Bet $10, W, Balance $115
[22:48:54] Exp 365: R27 - Bet $10, L, Balance $105
[22:49:06] Exp 366: R1 - Bet $10, W, Balance $120
[22:49:11] Exp 366: R2 - Bet $10, W, Balance $140
[22:49:18] Exp 366: R3 - Bet $10, L, Balance $130
[22:49:22] Exp 366: R4 - Bet $10, L, Balance $120
[22:49:26] Exp 366: R5 - Bet $10, L, Balance $110
[22:49:30] Exp 366: R6 - Bet $5, L, Balance $105
[22:49:35] Exp 366: R7 - Bet $5, W, Balance $115
[22:49:42] Exp 366: R8 - Bet $10, L, Balance $105
[22:49:47] Exp 366: R9 - Bet $10, W, Balance $125
[22:49:54] Exp 366: R10 - Bet $10, L, Balance $115
[22:50:02] Exp 366: R11 - Bet $10, L, Balance $105
[22:50:10] Exp 366: R12 - Bet $5, L, Balance $100
[22:50:16] Exp 366: R13 - Bet $5, L, Balance $95
[22:50:22] Exp 366: R14 - Bet $5, W, Balance $105
[22:50:28] Exp 366: R15 - Bet $10, W, Balance $125
[22:50:35] Exp 366: R16 - Bet $10, L, Balance $115
[22:50:44] Exp 366: R17 - Bet $10, L, Balance $105
[22:50:50] Exp 366: R18 - Bet $5, L, Balance $100
[22:50:59] Exp 366: R19 - Bet $5, L, Balance $95
[22:51:05] Exp 366: R20 - Bet $5, L, Balance $90
[22:51:11] Exp 366: R21 - Bet $10, L, Balance $80
[22:51:17] Exp 366: R22 - Bet $5, W, Balance $90
[22:51:25] Exp 366: R23 - Bet $10, W, Balance $110
[22:51:31] Exp 366: R24 - Bet $10, W, Balance $130
[22:51:38] Exp 366: R25 - Bet $10, L, Balance $120
[22:51:44] Exp 366: R26 - Bet $10, L, Balance $110
[22:51:50] Exp 366: R27 - Bet $10, L, Balance $100
[22:51:58] Exp 366: R28 - Bet $5, L, Balance $95
[22:52:03] Exp 366: R29 - Bet $5, W, Balance $105
[22:52:08] Exp 366: R30 - Bet $5, L, Balance $100
[22:52:16] Exp 366: R31 - Bet $5, W, Balance $110
[22:52:26] Exp 366: R32 - Bet $5, L, Balance $105
[22:52:31] Exp 366: R33 - Bet $5, L, Balance $100
[22:52:37] Exp 366: R34 - Bet $5, L, Balance $95
[22:52:47] Exp 366: R35 - Bet $10, W, Balance $115
[22:52:53] Exp 366: R36 - Bet $10, W, Balance $135
[22:53:00] Exp 366: R37 - Bet $10, L, Balance $125
[22:53:05] Exp 366: R38 - Bet $10, L, Balance $115
[22:53:14] Exp 366: R39 - Bet $5, L, Balance $110
[22:53:21] Exp 366: R40 - Bet $10, L, Balance $100
[22:53:28] Exp 366: R41 - Bet $5, W, Balance $110
[22:53:32] Exp 366: R42 - Bet $5, L, Balance $105
[22:53:37] Exp 366: R43 - Bet $5, L, Balance $100
[22:53:44] Exp 366: R44 - Bet $10, W, Balance $120
[22:53:50] Exp 366: R45 - Bet $5, W, Balance $130
[22:53:56] Exp 366: R46 - Bet $10, L, Balance $120
[22:54:02] Exp 366: R47 - Bet $10, L, Balance $110
[22:54:11] Exp 366: R48 - Bet $5, L, Balance $105
[22:54:16] Exp 366: R49 - Bet $10, L, Balance $95
[22:54:27] Exp 366: R50 - Bet $5, W, Balance $105
[22:54:32] Exp 367: R1 - Bet $20, W, Balance $140
[22:54:37] Exp 367: R2 - Bet $20, L, Balance $120
[22:54:42] Exp 367: R3 - Bet $20, L, Balance $100
[22:54:51] Exp 367: R4 - Bet $10, L, Balance $90
[22:54:56] Exp 367: R5 - Bet $15, L, Balance $75
[22:55:02] Exp 367: R6 - Bet $10, L, Balance $65
[22:55:08] Exp 367: R7 - Bet $10, W, Balance $85
[22:55:14] Exp 367: R8 - Bet $15, L, Balance $70
[22:55:22] Exp 367: R9 - Bet $10, W, Balance $90
[22:55:29] Exp 367: R10 - Bet $10, L, Balance $80
[22:55:36] Exp 367: R11 - Bet $20, W, Balance $120
[22:55:43] Exp 367: R12 - Bet $20, L, Balance $100
[22:55:50] Exp 367: R13 - Bet $20, W, Balance $140
[22:55:57] Exp 367: R14 - Bet $20, L, Balance $120
[22:56:03] Exp 367: R15 - Bet $20, L, Balance $100
[22:56:10] Exp 367: R16 - Bet $20, L, Balance $80
[22:56:17] Exp 367: R17 - Bet $10, L, Balance $70
[22:56:27] Exp 367: R18 - Bet $10, L, Balance $60
[22:56:33] Exp 367: R19 - Bet $10, W, Balance $80
[22:56:37] Exp 367: R20 - Bet $20, L, Balance $60
[22:56:43] Exp 367: R21 - Bet $20, W, Balance $100
[22:56:49] Exp 367: R22 - Bet $20, L, Balance $80
[22:56:55] Exp 367: R23 - Bet $20, W, Balance $120
[22:57:00] Exp 367: R24 - Bet $20, L, Balance $100
[22:57:06] Exp 367: R25 - Bet $20, W, Balance $140
[22:57:12] Exp 367: R26 - Bet $20, W, Balance $180
[22:57:18] Exp 367: R27 - Bet $20, L, Balance $160
[22:57:24] Exp 367: R28 - Bet $20, L, Balance $140
[22:57:30] Exp 367: R29 - Bet $20, L, Balance $120
[22:57:36] Exp 367: R30 - Bet $15, L, Balance $105
[22:57:42] Exp 367: R31 - Bet $10, W, Balance $125
[22:57:48] Exp 367: R32 - Bet $10, W, Balance $145
[22:57:58] Exp 367: R33 - Bet $20, L, Balance $125
[22:58:08] Exp 367: R34 - Bet $20, L, Balance $105
[22:58:16] Exp 367: R35 - Bet $10, L, Balance $95
[22:58:20] Exp 367: R36 - Bet $10, L, Balance $85
[22:58:27] Exp 367: R37 - Bet $10, L, Balance $75
[22:58:34] Exp 367: R38 - Bet $10, W, Balance $95
[22:58:48] Exp 368: R1 - Bet $10, W, Balance $120
[22:58:53] Exp 368: R2 - Bet $10, L, Balance $110
[22:58:59] Exp 368: R3 - Bet $10, L, Balance $100
[22:59:03] Exp 368: R4 - Bet $10, L, Balance $90
[22:59:09] Exp 368: R5 - Bet $5, W, Balance $100
[22:59:15] Exp 368: R6 - Bet $5, L, Balance $95
[22:59:20] Exp 368: R7 - Bet $5, L, Balance $90
[22:59:25] Exp 368: R8 - Bet $5, L, Balance $85
[22:59:34] Exp 368: R9 - Bet $5, L, Balance $80
[22:59:44] Exp 368: R10 - Bet $10, L, Balance $70
[22:59:55] Exp 368: R11 - Bet $5, L, Balance $65
[23:00:03] Exp 368: R12 - Bet $5, W, Balance $75
[23:00:10] Exp 368: R13 - Bet $5, L, Balance $70
[23:00:15] Exp 368: R14 - Bet $5, L, Balance $65
[23:00:22] Exp 368: R15 - Bet $5, L, Balance $60
[23:00:31] Exp 368: R16 - Bet $5, L, Balance $55
[23:00:40] Exp 368: R17 - Bet $10, L, Balance $45
[23:00:48] Exp 368: R18 - Bet $5, L, Balance $40
[23:00:55] Exp 368: R19 - Bet $10, L, Balance $30
[23:01:00] Exp 368: R20 - Bet $5, W, Balance $40
[23:01:05] Exp 368: R21 - Bet $5, L, Balance $35
[23:01:15] Exp 368: R22 - Bet $5, L, Balance $30
[23:01:21] Exp 368: R23 - Bet $5, L, Balance $25
[23:01:28] Exp 368: R24 - Bet $5, W, Balance $35
[23:01:34] Exp 368: R25 - Bet $5, L, Balance $30
[23:01:44] Exp 368: R26 - Bet $5, L, Balance $25
[23:01:51] Exp 368: R27 - Bet $10, L, Balance $15
[23:01:57] Exp 368: R28 - Bet $5, L, Balance $10
[23:02:06] Exp 368: R29 - Bet $10, L, Balance $0
[23:02:12] Exp 369: R1 - Bet $20, W, Balance $140
[23:02:19] Exp 369: R2 - Bet $15, W, Balance $170
[23:02:28] Exp 369: R3 - Bet $10, L, Balance $160
[23:02:37] Exp 369: R4 - Bet $20, W, Balance $200
[23:02:46] Exp 369: R5 - Bet $20, L, Balance $180
[23:02:52] Exp 369: R6 - Bet $20, L, Balance $160
[23:03:00] Exp 369: R7 - Bet $20, L, Balance $140
[23:03:06] Exp 369: R8 - Bet $10, L, Balance $130
[23:03:15] Exp 369: R9 - Bet $10, W, Balance $150
[23:03:21] Exp 369: R10 - Bet $10, L, Balance $140
[23:03:25] Exp 369: R11 - Bet $20, W, Balance $180
[23:03:32] Exp 369: R12 - Bet $20, L, Balance $160
[23:03:39] Exp 369: R13 - Bet $20, L, Balance $140
[23:03:53] Exp 369: R14 - Bet $15, W, Balance $170
[23:04:02] Exp 369: R15 - Bet $20, L, Balance $150
[23:04:10] Exp 369: R16 - Bet $15, L, Balance $135
[23:04:19] Exp 369: R17 - Bet $15, L, Balance $120
[23:04:25] Exp 369: R18 - Bet $10, L, Balance $110
[23:04:33] Exp 369: R19 - Bet $10, L, Balance $100
[23:04:38] Exp 369: R20 - Bet $10, L, Balance $90
[23:04:46] Exp 369: R21 - Bet $15, W, Balance $120
[23:04:51] Exp 369: R22 - Bet $20, W, Balance $160
[23:04:57] Exp 369: R23 - Bet $30, L, Balance $130
[23:05:04] Exp 369: R24 - Bet $20, W, Balance $170
[23:05:11] Exp 369: R25 - Bet $20, L, Balance $150
[23:05:20] Exp 369: R26 - Bet $20, W, Balance $190
[23:05:27] Exp 369: R27 - Bet $20, W, Balance $230
[23:05:35] Exp 369: R28 - Bet $20, W, Balance $270
[23:05:44] Exp 369: R29 - Bet $30, L, Balance $240
[23:05:51] Exp 369: R30 - Bet $20, L, Balance $220
[23:05:56] Exp 369: R31 - Bet $20, W, Balance $260
[23:06:10] Exp 369: R32 - Bet $30, L, Balance $230
[23:06:18] Exp 369: R33 - Bet $20, W, Balance $270
[23:06:27] Exp 369: R34 - Bet $20, L, Balance $250
[23:06:34] Exp 369: R35 - Bet $20, W, Balance $290
[23:06:44] Exp 369: R36 - Bet $20, W, Balance $330
[23:06:52] Exp 369: R37 - Bet $20, L, Balance $310
[23:07:02] Exp 369: R38 - Bet $20, L, Balance $290
[23:07:07] Exp 369: R39 - Bet $20, L, Balance $270
[23:07:13] Exp 369: R40 - Bet $20, L, Balance $250
[23:07:19] Exp 369: R41 - Bet $15, L, Balance $235
[23:07:25] Exp 369: R42 - Bet $15, W, Balance $265
[23:07:34] Exp 369: R43 - Bet $20, L, Balance $245
[23:07:40] Exp 369: R44 - Bet $20, W, Balance $285
[23:07:46] Exp 369: R45 - Bet $20, W, Balance $325
[23:07:53] Exp 369: R46 - Bet $25, W, Balance $375
[23:08:03] Exp 369: R47 - Bet $30, L, Balance $345
[23:08:10] Exp 369: R48 - Bet $20, L, Balance $325
[23:08:14] Exp 369: R49 - Bet $25, W, Balance $375
[23:08:23] Exp 369: R50 - Bet $20, L, Balance $355
[23:08:28] Exp 370: R1 - Bet $10, L, Balance $90
[23:08:32] Exp 370: R2 - Bet $5, W, Balance $100
[23:08:38] Exp 370: R3 - Bet $5, W, Balance $110
[23:08:48] Exp 370: R4 - Bet $5, W, Balance $120
[23:09:03] Exp 370: R5 - Bet $5, L, Balance $115
[23:09:10] Exp 370: R6 - Bet $10, W, Balance $135
[23:09:20] Exp 370: R7 - Bet $10, L, Balance $125
[23:09:26] Exp 370: R8 - Bet $10, L, Balance $115
[23:09:32] Exp 370: R9 - Bet $5, L, Balance $110
[23:09:40] Exp 370: R10 - Bet $5, L, Balance $105
[23:09:42] Exp 370: R11 - Bet $5, L, Balance $100
[23:09:48] Exp 370: R12 - Bet $10, W, Balance $120
[23:09:56] Exp 370: R13 - Bet $10, L, Balance $110
[23:10:00] Exp 370: R14 - Bet $5, L, Balance $105
[23:10:07] Exp 370: R15 - Bet $5, L, Balance $100
[23:10:13] Exp 370: R16 - Bet $10, L, Balance $90
[23:10:18] Exp 370: R17 - Bet $5, L, Balance $85
[23:10:24] Exp 370: R18 - Bet $5, W, Balance $95
[23:10:30] Exp 370: R19 - Bet $5, L, Balance $90
[23:10:42] Exp 370: R20 - Bet $5, W, Balance $100
[23:10:48] Exp 370: R21 - Bet $5, L, Balance $95
[23:10:51] Exp 370: R22 - Bet $5, W, Balance $105
[23:10:55] Exp 370: R23 - Bet $5, L, Balance $100
[23:11:04] Exp 370: R24 - Bet $5, L, Balance $95
[23:11:11] Exp 370: R25 - Bet $5, L, Balance $90
[23:11:24] Exp 371: R1 - Bet $20, L, Balance $80
[23:11:29] Exp 371: R2 - Bet $20, L, Balance $60
[23:11:36] Exp 371: R3 - Bet $20, W, Balance $100
[23:11:47] Exp 371: R4 - Bet $20, L, Balance $80
[23:11:52] Exp 371: R5 - Bet $10, L, Balance $70
[23:11:59] Exp 371: R6 - Bet $20, L, Balance $50
[23:12:05] Exp 371: R7 - Bet $10, L, Balance $40
[23:12:14] Exp 371: R8 - Bet $10, L, Balance $30
[23:12:19] Exp 371: R9 - Bet $5, W, Balance $40
[23:12:26] Exp 371: R10 - Bet $10, W, Balance $60
[23:12:33] Exp 371: R11 - Bet $15, W, Balance $90
[23:12:46] Exp 371: R12 - Bet $10, L, Balance $80
[23:12:52] Exp 371: R13 - Bet $20, L, Balance $60
[23:12:58] Exp 371: R14 - Bet $20, L, Balance $40
[23:13:05] Exp 371: R15 - Bet $10, L, Balance $30
[23:13:10] Exp 371: R16 - Bet $10, W, Balance $50
[23:13:16] Exp 371: R17 - Bet $20, L, Balance $30
[23:13:22] Exp 371: R18 - Bet $10, W, Balance $50
[23:13:34] Exp 371: R19 - Bet $20, L, Balance $30
[23:13:39] Exp 371: R20 - Bet $10, L, Balance $20
[23:13:44] Exp 371: R21 - Bet $10, L, Balance $10
[23:13:52] Exp 371: R22 - Bet $5, L, Balance $5
[23:13:56] Exp 371: R23 - Bet $5, L, Balance $0
[23:14:03] Exp 372: R1 - Bet $10, L, Balance $90
[23:14:06] Exp 372: R2 - Bet $5, L, Balance $85
[23:14:11] Exp 372: R3 - Bet $5, W, Balance $95
[23:14:18] Exp 372: R4 - Bet $5, L, Balance $90
[23:14:24] Exp 372: R5 - Bet $5, W, Balance $100
[23:14:28] Exp 372: R6 - Bet $5, W, Balance $110
[23:14:33] Exp 372: R7 - Bet $5, L, Balance $105
[23:14:39] Exp 372: R8 - Bet $10, L, Balance $95
[23:14:44] Exp 372: R9 - Bet $5, L, Balance $90
[23:14:49] Exp 372: R10 - Bet $5, L, Balance $85
[23:14:54] Exp 372: R11 - Bet $5, L, Balance $80
[23:15:01] Exp 372: R12 - Bet $5, L, Balance $75
[23:15:07] Exp 372: R13 - Bet $5, L, Balance $70
[23:15:15] Exp 372: R14 - Bet $5, W, Balance $80
[23:15:20] Exp 372: R15 - Bet $10, W, Balance $100
[23:15:26] Exp 372: R16 - Bet $5, L, Balance $95
[23:15:30] Exp 372: R17 - Bet $10, L, Balance $85
[23:15:34] Exp 372: R18 - Bet $10, L, Balance $75
[23:15:42] Exp 372: R19 - Bet $5, L, Balance $70
[23:15:49] Exp 372: R20 - Bet $5, W, Balance $80
[23:15:56] Exp 372: R21 - Bet $5, L, Balance $75
[23:16:06] Exp 372: R22 - Bet $10, L, Balance $65
[23:16:15] Exp 372: R23 - Bet $5, W, Balance $75
[23:16:22] Exp 372: R24 - Bet $5, L, Balance $70
[23:16:29] Exp 372: R25 - Bet $5, W, Balance $80
[23:16:36] Exp 372: R26 - Bet $5, L, Balance $75
[23:16:43] Exp 372: R27 - Bet $5, W, Balance $85
[23:16:49] Exp 372: R28 - Bet $5, L, Balance $80
[23:16:55] Exp 372: R29 - Bet $10, L, Balance $70
[23:17:00] Exp 372: R30 - Bet $5, L, Balance $65
[23:17:05] Exp 372: R31 - Bet $5, L, Balance $60
[23:17:12] Exp 372: R32 - Bet $5, L, Balance $55
[23:17:28] Exp 373: R1 - Bet $20, W, Balance $140
[23:17:36] Exp 373: R2 - Bet $30, L, Balance $110
[23:17:43] Exp 373: R3 - Bet $25, L, Balance $85
[23:17:47] Exp 373: R4 - Bet $15, L, Balance $70
[23:17:57] Exp 373: R5 - Bet $20, L, Balance $50
[23:18:08] Exp 373: R6 - Bet $20, L, Balance $30
[23:18:16] Exp 373: R7 - Bet $10, L, Balance $20
[23:18:24] Exp 373: R8 - Bet $20, L, Balance $0
[23:18:32] Exp 374: R1 - Bet $10, W, Balance $120
[23:18:37] Exp 374: R2 - Bet $5, L, Balance $115
[23:18:50] Exp 374: R3 - Bet $10, W, Balance $135
[23:18:56] Exp 374: R4 - Bet $5, L, Balance $130
[23:19:02] Exp 374: R5 - Bet $10, L, Balance $120
[23:19:07] Exp 374: R6 - Bet $10, L, Balance $110
[23:19:13] Exp 374: R7 - Bet $5, L, Balance $105
